"","business_id","name","address","city","state","latitude","longitude","stars","is_open","RestaurantsAttire","RestaurantsTakeOut","BusinessAcceptsCreditCards","NoiseLevel","GoodForKids","RestaurantsReservations","RestaurantsGoodForGroups","RestaurantsPriceRange2","HasTV","Alcohol","BikeParking","RestaurantsDelivery","OutdoorSeating","Caters","WiFi","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday"
"7766","Pccg1shSg7RQAXedGHft1Q","Pizza Forever","5439 Babcock Blvd","Pittsburgh","PA",40.5430306,-80.0287562,2.5,1,NA,"True","True",NA,NA,"False",NA,NA,"False","1","True","True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0"
"7799","9Syf2IB98QdSaMSVK8yFPg","Loco Pie Pizza","516 Cleveland St","Elyria","OH",41.3761345,-82.0821944,4.5,0,"1","True","True",NA,"True","False","False","2",NA,"1",NA,"True",NA,NA,"1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-21:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"7815","nlrUUtIO0s0a6umCE55prA","Mulberry's","2316 Mulberry Ave","Cleveland","OH",41.4948485,-81.7080677,4,1,"1",NA,"True","2","False",NA,"True","1","True","3","False",NA,"True",NA,NA,"NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","17:0-2:0","12:0-2:0","12:0-2:0"
"7821","-5NXoZeGBdx3Bdk70tuyCw","Po' Boys Restaurant","202 E University Ave, Ste C","Urbana","IL",40.11771,-88.2059038,4,1,"1","True","True","2","True","True","True","1","True","3","True","True","True","True","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-21:0","11:0-20:0","11:0-20:0"
"7837","2alo9GzeOsbg4jeKYFQmxQ","Santo's Italian Restaurant","7565 Pearl Rd","Cleveland","OH",41.3592446,-81.8144552355,3.5,1,"1","True","True","2","True","True","True","2","True","3","False","False","False","True","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","0:0-0:0","11:0-13:0","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","12:0-20:0"
"7842","hEtb2D81MtRfKuAd1FdV6w","Farinacci Pizza","9385 Olde 8 Rd","Northfield","OH",41.3153276,-81.538684,4,1,"1","True","False","2","True","False","True","1","True","2","True","False","False","False","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"16:0-21:30","16:0-21:30","16:0-21:30","16:0-23:0","16:0-23:0","16:0-21:30"
"7853","NLHDJkLStHnuG-VF_b2kpA","Pizza Hut","12720 Chillochothe Rd","Chesterland","OH",41.5229097,-81.3385786,1,1,"1","True","True","2","True","False","True","1","True",NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"7866","mRQ4VE74i8EYJTHsZExaZw","Crossroads Pizza Kent","1143 Lake St","Kent","OH",41.1637964368,-81.3391448948,4,0,NA,NA,"True",NA,NA,NA,NA,NA,NA,"1",NA,"True",NA,NA,"1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:30","11:0-22:30","11:0-22:30","11:0-22:30","11:0-0:0","11:0-0:0","13:0-22:30"
"7869","XQ0RIDqgnkXueL6y1CY3Cg","Pizza Hut","5840 Darrow Rd","Hudson","OH",41.2243011128,-81.4413660765,2,1,"1","True","True","1","True","False","True","1","True",NA,"False","True","False","False",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"7890","Tiu3iRXMlzEEI6Epp3I8lg","Cafe Sababa","503 E John St","Champaign","IL",40.1087243,-88.2315754,5,1,"1","True","True","2","True","None","True","1","True","1","True","False","False","False","2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","19:0-20:0","11:30-13:30","19:0-20:0","11:30-13:30",NA,NA,NA
"7898","zsdcQyNJRP553oHEItm1iQ","Sbarro","200 Mall Circle Dr","Monroeville","PA",40.4294418618,-79.7948806944,3,1,"1","True","True","3","True","False","True","1","True","1",NA,"False","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"7902","qd7KHsn4B4q3CqNw-yxOWQ","Doughboys Pizza","447 West Cottage Grove Rd","Cottage Grove","WI",43.088228,-89.2125784,4,1,NA,NA,"True",NA,"False","False","False","2",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","14:0-20:0"
"7903","q4N8XvZfK1EuIZWl9QRjgw","Domino's Pizza","7210 Memphis Ave, Unit B","Cleveland","OH",41.4403749,-81.7349847,2.5,1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-1:0","10:30-1:0","10:30-0:0"
"7934","5cWPgytHCuPq0poBz7r5sw","Jb's Pizza Place","2513 Transport St","Pittsburgh","PA",40.3822291,-79.997244,3,1,"1","True","False","1",NA,"False","False","1","True",NA,NA,"True","False",NA,"1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"7956","1lujZNJqP5s966L0PRmRrg","Rocky Rococo","206 Westgate Mall","Madison","WI",43.0525819,-89.4724364,2.5,0,"1","True","True",NA,"True","False","True","1",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"7976","glVr3rLMHVBLONg3_n7_XA","Rascal House Pizza","5220 Northfield Rd","Maple Heights","OH",41.4183268,-81.5278345,4,1,"1","True","True",NA,"True","False","True","1","True","1","False","True","False","True","2","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","9:0-0:30","9:0-0:30","9:0-0:30","9:0-1:30","9:0-1:30","9:0-1:30","9:0-0:30"
"8028","MkITdtEYh1ocu7uCJ9R4cA","Pizza Hut","27845 Lorain Rd","North Olmsted","OH",41.4118960786,-81.9302067161,2,1,"1","True","True",NA,"True","False","True","1","True",NA,NA,"True","False","False",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-23:0","10:30-23:0","10:30-23:0","10:30-23:0","10:30-0:0","10:30-0:0","10:30-23:0"
"8042","HGXAq1gGFBchML1PffQNnQ","Bellisario Pizza Shop","1842 Homeville Rd","West Mifflin","PA",40.364916757,-79.8720994754,4,1,"1","True",NA,"1","True","False","False","1","True","1",NA,"True","False",NA,"1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"8052","5Hu5StOBGtxFhgV0OSkPSA","Glass Nickel Pizza - Fitchburg","3191 Muir Field Rd","Fitchburg","WI",43.016188,-89.5105348,3,1,"1","True","True","2","True","False","True","2","False","1",NA,"True","False","True","2","False","True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-23:0","10:30-23:0","10:30-23:0","10:30-23:0","10:30-1:0","10:30-1:0","10:30-23:0"
"8095","uYY6cZmWLKYltbDkHcpkrA","Labcorp","4482 Darrow Rd","Stow","OH",41.1874974,-81.441021,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7:30-16:30","7:30-16:30","7:30-16:30","7:30-16:30","7:30-16:30","8:0-12:0",NA
"8114","zbdUUR3SMPnA-HP0hmkk7Q","Molta Bella Pizza","37812 Vine St","Willoughby","OH",41.642139,-81.411145,3.5,0,"1","True","True","1","True","False","True","2",NA,"1",NA,"True","False",NA,"1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-3:0","11:0-3:0","12:0-21:0"
"8130","vuqGbDMcRwLTFntf9guD0Q","Papa John's Pizza","1630 State Rd","Cuyahoga Falls","OH",41.1273077,-81.5087863,3.5,1,NA,"True","True",NA,NA,"False",NA,"1",NA,NA,NA,"True",NA,"False",NA,"False","False","False","False","False","False","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"8191","TrCiLMGy_bxbeAQcuSSUeQ","Larry & Carols Pizza","410 Semple St","Pittsburgh","PA",40.4368369,-79.9547169,2.5,1,"1","True","True","2","True","True","False","1","True","1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False","11:0-0:0","11:0-2:0","11:0-2:0","11:0-3:0","11:0-3:0","11:0-3:0","11:0-2:0"
"8196","fDHXMT9xbclFP32_ekmAiA","Pizza Pit","105 S Main St","Oregon","WI",42.926093,-89.384727,2,0,"1","True","True","2","True","False","True","1","True","1","True","True","False","True","1","NA","NA","NA","NA","NA","NA","False","True","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-22:0"
"8249","6YC6CsXRrmPv_iwfvc9onA","Teresas Pizzeria","9525 State Rt 14","Streetsboro","OH",41.2437831,-81.3566613,2.5,1,"1","True","True",NA,"False","False","False","2",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","15:0-21:0"
"8284","LzK_0z9OoG1NBaTq16MrUA","Little Caesars Pizza","1901 S Philo Rd","Urbana","IL",40.0944108,-88.1913764,3.5,0,NA,"True","True",NA,"True","False",NA,NA,NA,NA,NA,"False",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"8290","fUaK9qAu3n8xVXaKn7BDJQ","Little Caesars Pizza","3004 Broadway","Lorain","OH",41.443116,-82.1652656,2.5,1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"8295","M-qtsg3fVoG6sWBrDz4-6w","Pizza Parma","963 Liberty Ave","Pittsburgh","PA",40.4437454622,-79.9957663558,3,1,"1","True","True","2","True","False","False","1","True","1","True","True","True","True","1","False","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","10:0-1:0","10:0-1:0","10:0-1:0","10:0-1:0","10:0-2:0","10:0-2:0","10:0-1:0"
"8310","gQ37eH1H-lobmfkEJArq9g","Johnny Mac's Pizza And Wings","4681 Old William Penn Hwy","Monroeville","PA",40.4402986,-79.7421632,4,0,"1","True","True","1","True","False","True","1","True","1","True","True","True","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-20:0"
"8319","KBSUpQVY_hSudz7796wIJQ","Master Pizza","13311 Pearl Rd","Strongsville","OH",41.3167081092,-81.8349589079,4.5,1,NA,"True",NA,NA,"True",NA,NA,NA,"True",NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","10:0-21:0"
"8329","pqsNkM5pgbio1x-2HQoefw","BJ's Restaurant & Brewhouse","1819 Washington Rd","Upper Saint Clair","PA",40.345052,-80.055458,3.5,1,"1","True","True","3","True","True","True","2","True","3","True","True","False",NA,"2","True","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-0:0"
"8336","G4EBHnNSTWsnqTzxdiv5VQ","Domino's Pizza","300 6th Ave Uppr 100","Pittsburgh","PA",40.4418325,-79.9993607,1.5,1,"1","True","True","3","False","False","False","1","True","1","False","True","False","False","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-4:0","10:0-4:0","10:0-2:0"
"8353","v84O7YwkMuwIH8xReJ0xYg","Papa John's","11700 Frankstown Rd","Pittsburgh","PA",40.4663236,-79.825676,2.5,1,"1","True","True","2","True","False","True","1","True","1","True","True","False","False",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"8361","pGu7YwnkIueer-3r3pkQdg","Rascal House","1836 Euclid Ave","Cleveland","OH",41.5011247,-81.6779443,3,1,"1","True","True","1","True","False","True","1","False","2","True","True","False","True","2","True","True","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","0:0-0:0","7:0-2:30","7:0-2:30","7:0-2:30","7:0-4:0","7:0-4:0","10:30-1:0"
"8372","gc4IkXZ3l7Lcmswcht-_ig","Amo's Pizza","2570 Woodstock Ave","Pittsburgh","PA",40.4152585,-79.8770114,2.5,0,"1","True","False",NA,NA,NA,NA,"1",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"8379","Oy228reHc1KcnY7qiyW9Rg","Slice on Broadway","6004 Centre Ave","Pittsburgh","PA",40.4598367,-79.9246771,3,1,NA,"True","True","2",NA,"False",NA,"2","True","1","True","True","False","True","1","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-20:0"
"8393","Dwbjw0039_7fBsNZ9CXF4Q","Pizza Hut","9284 State Route 43","Streetsboro","OH",41.2437800931,-81.3450452685,3,1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"8399","1qYCUtw6_ehv7u_FxiE8IA","Iron Born Pizza","2016 Smallman St","Pittsburgh","PA",40.4519643,-79.9840432,4.5,0,"1","True","True","3","True","False","True","2","True","3","True","None","False","True","2","False","False","True","True","True","False","False","True","False","False","False","False","False","False","True","False","False","True","False","True","0:0-0:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","10:0-22:0","10:0-15:0"
"8436","-CxNhGa-yskzfrTP9GX6zA","Papa Murphy's","2041 McCoy Rd","Sun Prairie","WI",43.1741991794,-89.2486834,2.5,1,"1","True","True",NA,"True","False","False","2","True",NA,NA,"False","False",NA,"1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0"
"8466","rziLQ_IrRbZMPb3QxCIWUA","Pizza Hut","1424 US Highway 51","Stoughton","WI",42.9186499996,-89.2380984128,3,1,"1","True","True","1","True","False","True","1","True",NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-0:0","10:30-0:0","10:30-22:0"
"8504","x96SxIclNKmAgTEjQbkhxg","Pizzazz Pizza & Dining Room","839 Som Center Rd","Mayfield Village","OH",41.5376932804,-81.438588605,3.5,1,"1","True","True","2","True","True","True","2","True","2","False","True","False","True","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","16:0-21:0"
"8528","-Mm4YqCDM5CqSDDh7HI6Zw","Crust","3000 St Clair Ave","Cleveland","OH",41.5122925659,-81.6719709244,4,1,"1","True","True","3","True","False","True","1","True","1","False","False","True","False","1","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","10:0-14:30","10:0-14:30","10:0-14:30","10:0-14:30","10:0-14:30",NA,NA
"8575","SwOmVhXZa5kvyTp53rUwKg","White Box Pizzeria","1154 Hinkle Dr","Wadsworth","OH",41.0542567866,-81.7255046344,4,0,"1","True","True",NA,"True","False","True","1","False","1","True","True","True","True","1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","0:0-0:0","12:0-20:0","12:0-20:0","12:0-20:0","12:0-21:0","12:0-21:0","12:0-20:0"
"8582","2MiDnjmAK9lu4vX_23vpFQ","Midview Pizza","35113 Royalton Rd","Grafton","OH",41.3133574391,-82.0029603649,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"16:0-21:0","16:0-21:0","16:0-21:0","15:0-22:0","15:0-22:0","16:0-21:0"
"8588","4qnE3AqOo-gCcckCmEliuA","Marco's Pizza","6096 Mayfield Rd","Mayfield Heights","OH",41.5197741128,-81.4599117076,2.5,1,NA,"True","True",NA,"True",NA,NA,NA,"True",NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:30","11:0-0:30","12:0-23:0"
"8596","F44RugAixD4yauHlTGXGug","Primanti Bros","8651 Univeristy Blvd","Moon Township","PA",40.506615,-80.2227049,3.5,1,"1","True","True","2","True","False","True","2","True","3","True","False","False","False","2","False","True","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0"
